"confCase","confCaseRate","createDt","criticalRate","death","deathRate","gubun","seq","updateDt"
"14382","47.3",2020-11-21,"1.84","264","52.49","남성","4865","null"
"822","2.74",2020-11-20,"0","0","0.00","0-9","4853","null"
"1699","5.66",2020-11-20,"0","0","0.00","10-19","4852","null"
"5707","19.01",2020-11-20,"0","0","0.00","20-29","4851","null"
"3793","12.64",2020-11-20,"0.05","2","0.40","30-39","4850","null"
"4102","13.67",2020-11-20,"0.1","4","0.80","40-49","4849","null"
"5476","18.24",2020-11-20,"0.42","23","4.59","50-59","4848","null"
"4737","15.78",2020-11-20,"1.27","60","11.98","60-69","4847","null"
"2380","7.93",2020-11-20,"6.68","159","31.74","70-79","4846","null"
"1301","4.33",2020-11-20,"19.45","253","50.50","80 이상","4845","null"
"15845","52.79",2020-11-20,"1.5","238","47.50","여성","4844","null"
"14172","47.21",2020-11-20,"1.86","263","52.50","남성","4843","null"
"811","2.73",2020-11-19,"0","0","0.00","0-9","4831","null"
"1664","5.61",2020-11-19,"0","0","0.00","10-19","4830","null"
"5642","19.03",2020-11-19,"0","0","0.00","20-29","4829","null"
"3744","12.63",2020-11-19,"0.05","2","0.40","30-39","4828","null"
"4043","13.63",2020-11-19,"0.1","4","0.80","40-49","4827","null"
"5416","18.26",2020-11-19,"0.42","23","4.62","50-59","4826","null"
"4692","15.82",2020-11-19,"1.26","59","11.85","60-69","4825","null"
"2352","7.93",2020-11-19,"6.76","159","31.93","70-79","4824","null"
"1290","4.35",2020-11-19,"19.46","251","50.40","80 이상","4823","null"
"15673","52.85",2020-11-19,"1.51","236","47.39","여성","4822","null"
"13981","47.15",2020-11-19,"1.87","262","52.61","남성","4821","null"
"789","2.69",2020-11-18,"0","0","0.00","0-9","4809","null"
"1621","5.53",2020-11-18,"0","0","0.00","10-19","4808","null"
"5594","19.08",2020-11-18,"0","0","0.00","20-29","4807","null"
"3697","12.61",2020-11-18,"0.05","2","0.40","30-39","4806","null"
"3987","13.6",2020-11-18,"0.1","4","0.81","40-49","4805","null"
"5361","18.29",2020-11-18,"0.43","23","4.64","50-59","4804","null"
"4648","15.86",2020-11-18,"1.23","57","11.49","60-69","4803","null"
"2335","7.97",2020-11-18,"6.81","159","32.06","70-79","4802","null"
"1279","4.36",2020-11-18,"19.62","251","50.60","80 이상","4801","null"
"15511","52.92",2020-11-18,"1.52","235","47.38","여성","4800","null"
"13800","47.08",2020-11-18,"1.89","261","52.62","남성","4799","null"
"784","2.7",2020-11-17,"0","0","0.00","0-9","4787","null"
"1605","5.53",2020-11-17,"0","0","0.00","10-19","4786","null"
"5547","19.13",2020-11-17,"0","0","0.00","20-29","4785","null"
"3650","12.59",2020-11-17,"0.05","2","0.40","30-39","4784","null"
"3926","13.54",2020-11-17,"0.1","4","0.81","40-49","4783","null"
"5306","18.3",2020-11-17,"0.43","23","4.66","50-59","4782","null"
"4607","15.89",2020-11-17,"1.24","57","11.54","60-69","4781","null"
"2315","7.98",2020-11-17,"6.78","157","31.78","70-79","4780","null"
"1258","4.34",2020-11-17,"19.95","251","50.81","80 이상","4779","null"
"15382","53.05",2020-11-17,"1.52","234","47.37","여성","4778","null"
"13616","46.95",2020-11-17,"1.91","260","52.63","남성","4777","null"
"774","2.69",2020-11-16,"0","0","0.00","0-9","4765","null"
"1593","5.54",2020-11-16,"0","0","0.00","10-19","4764","null"
"5510","19.15",2020-11-16,"0","0","0.00","20-29","4763","null"
"3624","12.6",2020-11-16,"0.06","2","0.40","30-39","4762","null"
"3890","13.52",2020-11-16,"0.1","4","0.81","40-49","4761","null"
"5262","18.29",2020-11-16,"0.44","23","4.66","50-59","4760","null"
"4569","15.88",2020-11-16,"1.25","57","11.54","60-69","4759","null"
"2297","7.98",2020-11-16,"6.84","157","31.78","70-79","4758","null"
"1250","4.34",2020-11-16,"20.08","251","50.81","80 이상","4757","null"
"15270","53.08",2020-11-16,"1.53","234","47.37","여성","4756","null"
"13499","46.92",2020-11-16,"1.93","260","52.63","남성","4755","null"
"768","2.69",2020-11-15,"0","0","0.00","0-9","4743","null"
"1581","5.54",2020-11-15,"0","0","0.00","10-19","4742","null"
"5473","19.17",2020-11-15,"0","0","0.00","20-29","4741","null"
"3597","12.6",2020-11-15,"0.06","2","0.41","30-39","4740","null"
"3861","13.53",2020-11-15,"0.1","4","0.81","40-49","4739","null"
"5222","18.29",2020-11-15,"0.44","23","4.67","50-59","4738","null"
"4516","15.82",2020-11-15,"1.26","57","11.56","60-69","4737","null"
"2282","7.99",2020-11-15,"6.88","157","31.85","70-79","4736","null"
"1246","4.36",2020-11-15,"20.06","250","50.71","80 이상","4735","null"
"15165","53.12",2020-11-15,"1.54","233","47.26","여성","4734","null"
"13381","46.88",2020-11-15,"1.94","260","52.74","남성","4733","null"
"760","2.68",2020-11-14,"0","0","0.00","0-9","4721","null"
"1568","5.53",2020-11-14,"0","0","0.00","10-19","4720","null"
"5447","19.22",2020-11-14,"0","0","0.00","20-29","4719","null"
"3570","12.6",2020-11-14,"0.06","2","0.41","30-39","4718","null"
"3834","13.53",2020-11-14,"0.1","4","0.81","40-49","4717","null"
"5173","18.25",2020-11-14,"0.44","23","4.67","50-59","4716","null"
"4476","15.8",2020-11-14,"1.27","57","11.59","60-69","4715","null"
"2269","8.01",2020-11-14,"6.92","157","31.91","70-79","4714","null"
"1241","4.38",2020-11-14,"20.06","249","50.61","80 이상","4713","null"
"15057","53.13",2020-11-14,"1.54","232","47.15","여성","4712","null"
"13281","46.87",2020-11-14,"1.96","260","52.85","남성","4711","null"
"748","2.66",2020-11-13,"0","0","0.00","0-9","4710","null"
"1554","5.52",2020-11-13,"0","0","0.00","10-19","4709","null"
"5411","19.23",2020-11-13,"0","0","0.00","20-29","4708","null"
"3538","12.58",2020-11-13,"0.06","2","0.41","30-39","4707","null"
"3805","13.53",2020-11-13,"0.11","4","0.82","40-49","4706","null"
"5137","18.26",2020-11-13,"0.43","22","4.51","50-59","4705","null"
"4444","15.8",2020-11-13,"1.26","56","11.48","60-69","4704","null"
"2262","8.04",2020-11-13,"6.94","157","32.17","70-79","4703","null"
"1234","4.39",2020-11-13,"20.02","247","50.61","80 이상","4702","null"
"14957","53.17",2020-11-13,"1.54","231","47.34","여성","4701","null"
"13176","46.83",2020-11-13,"1.95","257","52.66","남성","4700","null"
"741","2.65",2020-11-12,"0","0","0.00","0-9","4688","null"
"1545","5.53",2020-11-12,"0","0","0.00","10-19","4687","null"
"5383","19.26",2020-11-12,"0","0","0.00","20-29","4686","null"
"3519","12.59",2020-11-12,"0.06","2","0.41","30-39","4685","null"
"3782","13.54",2020-11-12,"0.11","4","0.82","40-49","4684","null"
"5095","18.23",2020-11-12,"0.43","22","4.52","50-59","4683","null"
"4416","15.8",2020-11-12,"1.27","56","11.50","60-69","4682","null"
"2245","8.03",2020-11-12,"6.99","157","32.24","70-79","4681","null"
"1216","4.35",2020-11-12,"20.23","246","50.51","80 이상","4680","null"
"14857","53.17",2020-11-12,"1.55","230","47.23","여성","4679","null"
"13085","46.83",2020-11-12,"1.96","257","52.77","남성","4678","null"
"735","2.64",2020-11-11,"0","0","0.00","0-9","4655","null"
"1532","5.51",2020-11-11,"0","0","0.00","10-19","4654","null"
"5357","19.27",2020-11-11,"0","0","0.00","20-29","4653","null"
"3496","12.58",2020-11-11,"0.06","2","0.41","30-39","4652","null"
"3760","13.53",2020-11-11,"0.11","4","0.82","40-49","4651","null"
"5070","18.24",2020-11-11,"0.43","22","4.52","50-59","4650","null"
"4401","15.83",2020-11-11,"1.27","56","11.50","60-69","4649","null"
"2236","8.04",2020-11-11,"7.02","157","32.24","70-79","4648","null"
"1212","4.36",2020-11-11,"20.3","246","50.51","80 이상","4647","null"
"14791","53.21",2020-11-11,"1.55","230","47.23","여성","4646","null"
"13008","46.79",2020-11-11,"1.98","257","52.77","남성","4645","null"
"729","2.64",2020-11-10,"0","0","0.00","0-9","4644","null"
"1527","5.52",2020-11-10,"0","0","0.00","10-19","4643","null"
"5337","19.3",2020-11-10,"0","0","0.00","20-29","4642","null"
"3478","12.58",2020-11-10,"0.06","2","0.41","30-39","4641","null"
"3748","13.55",2020-11-10,"0.11","4","0.82","40-49","4640","null"
"5049","18.26",2020-11-10,"0.44","22","4.54","50-59","4639","null"
"4371","15.81",2020-11-10,"1.26","55","11.34","60-69","4638","null"
"2217","8.02",2020-11-10,"7.08","157","32.37","70-79","4637","null"
"1197","4.33",2020-11-10,"20.47","245","50.52","80 이상","4636","null"
"14713","53.21",2020-11-10,"1.56","230","47.42","여성","4635","null"
"12940","46.79",2020-11-10,"1.97","255","52.58","남성","4634","null"
"726","2.63",2020-11-09,"0","0","0.00","0-9","4611","null"
"1518","5.51",2020-11-09,"0","0","0.00","10-19","4610","null"
"5316","19.29",2020-11-09,"0","0","0.00","20-29","4609","null"
"3465","12.58",2020-11-09,"0.06","2","0.42","30-39","4608","null"
"3736","13.56",2020-11-09,"0.11","4","0.83","40-49","4607","null"
"5036","18.28",2020-11-09,"0.44","22","4.58","50-59","4606","null"
"4356","15.81",2020-11-09,"1.24","54","11.25","60-69","4605","null"
"2208","8.01",2020-11-09,"7.07","156","32.50","70-79","4604","null"
"1192","4.33",2020-11-09,"20.3","242","50.42","80 이상","4603","null"
"14669","53.24",2020-11-09,"1.55","228","47.50","여성","4602","null"
"12884","46.76",2020-11-09,"1.96","252","52.50","남성","4601","null"
"723","2.64",2020-11-08,"0","0","0.00","0-9","4567","null"
"1512","5.51",2020-11-08,"0","0","0.00","10-19","4566","null"
"5301","19.33",2020-11-08,"0","0","0.00","20-29","4565","null"
"3440","12.54",2020-11-08,"0.06","2","0.42","30-39","4564","null"
"3717","13.55",2020-11-08,"0.11","4","0.84","40-49","4563","null"
"5017","18.29",2020-11-08,"0.44","22","4.60","50-59","4562","null"
"4341","15.83",2020-11-08,"1.24","54","11.30","60-69","4561","null"
"2193","8",2020-11-08,"7.07","155","32.43","70-79","4560","null"
"1183","4.31",2020-11-08,"20.37","241","50.42","80 이상","4559","null"
"14600","53.23",2020-11-08,"1.55","226","47.28","여성","4558","null"
"12827","46.77",2020-11-08,"1.96","252","52.72","남성","4557","null"
"720","2.64",2020-11-07,"0","0","0.00","0-9","4545","null"
"1508","5.53",2020-11-07,"0","0","0.00","10-19","4544","null"
"5292","19.4",2020-11-07,"0","0","0.00","20-29","4543","null"
"3414","12.51",2020-11-07,"0.06","2","0.42","30-39","4542","null"
"3695","13.54",2020-11-07,"0.11","4","0.84","40-49","4541","null"
"4995","18.31",2020-11-07,"0.44","22","4.61","50-59","4540","null"
"4317","15.82",2020-11-07,"1.25","54","11.32","60-69","4539","null"
"2169","7.95",2020-11-07,"7.15","155","32.49","70-79","4538","null"
"1174","4.3",2020-11-07,"20.44","240","50.31","80 이상","4537","null"
"14533","53.27",2020-11-07,"1.56","226","47.38","여성","4536","null"
"12751","46.73",2020-11-07,"1.97","251","52.62","남성","4535","null"
"719","2.64",2020-11-06,"0","0","0.00","0-9","4523","null"
"1503","5.53",2020-11-06,"0","0","0.00","10-19","4522","null"
"5282","19.42",2020-11-06,"0","0","0.00","20-29","4521","null"
"3399","12.5",2020-11-06,"0.06","2","0.42","30-39","4520","null"
"3674","13.51",2020-11-06,"0.11","4","0.84","40-49","4519","null"
"4986","18.33",2020-11-06,"0.44","22","4.62","50-59","4518","null"
"4304","15.83",2020-11-06,"1.25","54","11.34","60-69","4517","null"
"2158","7.94",2020-11-06,"7.18","155","32.56","70-79","4516","null"
"1170","4.3",2020-11-06,"20.43","239","50.21","80 이상","4515","null"
"14494","53.3",2020-11-06,"1.55","225","47.27","여성","4514","null"
"12701","46.7",2020-11-06,"1.98","251","52.73","남성","4513","null"
"719","2.64",2020-11-06,"0","0","0.00","0-9","4501","null"
"1503","5.53",2020-11-06,"0","0","0.00","10-19","4500","null"
"5282","19.42",2020-11-06,"0","0","0.00","20-29","4499","null"
"3399","12.5",2020-11-06,"0.06","2","0.42","30-39","4498","null"
"3674","13.51",2020-11-06,"0.11","4","0.84","40-49","4497","null"
"4986","18.33",2020-11-06,"0.44","22","4.62","50-59","4496","null"
"4304","15.83",2020-11-06,"1.25","54","11.34","60-69","4495","null"
"2158","7.94",2020-11-06,"7.18","155","32.56","70-79","4494","null"
"1170","4.3",2020-11-06,"20.43","239","50.21","80 이상","4493","null"
"14494","53.3",2020-11-06,"1.55","225","47.27","여성","4492","null"
"12701","46.7",2020-11-06,"1.98","251","52.73","남성","4491","null"
"710","2.62",2020-11-05,"0","0","0.00","0-9","4479","null"
"1496","5.53",2020-11-05,"0","0","0.00","10-19","4478","null"
"5258","19.44",2020-11-05,"0","0","0.00","20-29","4477","null"
"3375","12.48",2020-11-05,"0.06","2","0.42","30-39","4476","null"
"3648","13.49",2020-11-05,"0.11","4","0.84","40-49","4475","null"
"4958","18.33",2020-11-05,"0.44","22","4.63","50-59","4474","null"
"4291","15.86",2020-11-05,"1.26","54","11.37","60-69","4473","null"
"2149","7.94",2020-11-05,"7.17","154","32.42","70-79","4472","null"
"1165","4.31",2020-11-05,"20.52","239","50.32","80 이상","4471","null"
"14423","53.32",2020-11-05,"1.56","225","47.37","여성","4470","null"
"12627","46.68",2020-11-05,"1.98","250","52.63","남성","4469","null"
"709","2.63",2020-11-04,"0","0","0.00","0-9","4446","null"
"1488","5.53",2020-11-04,"0","0","0.00","10-19","4445","null"
"5237","19.45",2020-11-04,"0","0","0.00","20-29","4444","null"
"3355","12.46",2020-11-04,"0.06","2","0.42","30-39","4443","null"
"3625","13.46",2020-11-04,"0.11","4","0.84","40-49","4442","null"
"4929","18.31",2020-11-04,"0.45","22","4.64","50-59","4441","null"
"4276","15.88",2020-11-04,"1.26","54","11.39","60-69","4440","null"
"2143","7.96",2020-11-04,"7.19","154","32.49","70-79","4439","null"
"1163","4.32",2020-11-04,"20.46","238","50.21","80 이상","4438","null"
"14361","53.34",2020-11-04,"1.57","225","47.47","여성","4437","null"
"12564","46.66",2020-11-04,"1.98","249","52.53","남성","4436","null"
"707","2.64",2020-11-03,"0","0","0.00","0-9","4424","null"
"1485","5.54",2020-11-03,"0","0","0.00","10-19","4423","null"
"5218","19.47",2020-11-03,"0","0","0.00","20-29","4422","null"
"3330","12.42",2020-11-03,"0.06","2","0.42","30-39","4421","null"
"3614","13.48",2020-11-03,"0.11","4","0.85","40-49","4420","null"
"4909","18.31",2020-11-03,"0.45","22","4.66","50-59","4419","null"
"4253","15.87",2020-11-03,"1.27","54","11.44","60-69","4418","null"
"2133","7.96",2020-11-03,"7.17","153","32.42","70-79","4417","null"
"1158","4.32",2020-11-03,"20.47","237","50.21","80 이상","4416","null"
"14304","53.36",2020-11-03,"1.56","223","47.25","여성","4415","null"
"12503","46.64",2020-11-03,"1.99","249","52.75","남성","4414","null"
"704","2.63",2020-11-02,"0","0","0.00","0-9","4402","null"
"1480","5.54",2020-11-02,"0","0","0.00","10-19","4401","null"
"5201","19.46",2020-11-02,"0","0","0.00","20-29","4400","null"
"3317","12.41",2020-11-02,"0.06","2","0.43","30-39","4399","null"
"3607","13.49",2020-11-02,"0.11","4","0.85","40-49","4398","null"
"4894","18.31",2020-11-02,"0.43","21","4.49","50-59","4397","null"
"4242","15.87",2020-11-02,"1.25","53","11.32","60-69","4396","null"
"2130","7.97",2020-11-02,"7.14","152","32.48","70-79","4395","null"
"1157","4.33",2020-11-02,"20.4","236","50.43","80 이상","4394","null"
"14272","53.39",2020-11-02,"1.53","219","46.79","여성","4393","null"
"12460","46.61",2020-11-02,"2","249","53.21","남성","4392","null"
"697","2.62",2020-11-01,"0","0","0.00","0-9","4380","null"
"1471","5.52",2020-11-01,"0","0","0.00","10-19","4379","null"
"5192","19.49",2020-11-01,"0","0","0.00","20-29","4378","null"
"3304","12.4",2020-11-01,"0.06","2","0.43","30-39","4377","null"
"3588","13.47",2020-11-01,"0.11","4","0.86","40-49","4376","null"
"4884","18.34",2020-11-01,"0.43","21","4.51","50-59","4375","null"
"4224","15.86",2020-11-01,"1.25","53","11.37","60-69","4374","null"
"2122","7.97",2020-11-01,"7.16","152","32.62","70-79","4373","null"
"1153","4.33",2020-11-01,"20.29","234","50.21","80 이상","4372","null"
"14223","53.4",2020-11-01,"1.53","217","46.57","여성","4371","null"
"12412","46.6",2020-11-01,"2.01","249","53.43","남성","4370","null"
"692","2.61",2020-10-31,"0","0","0.00","0-9","4358","null"
"1457","5.5",2020-10-31,"0","0","0.00","10-19","4357","null"
"5168","19.49",2020-10-31,"0","0","0.00","20-29","4356","null"
"3285","12.39",2020-10-31,"0.06","2","0.43","30-39","4355","null"
"3563","13.44",2020-10-31,"0.11","4","0.86","40-49","4354","null"
"4871","18.37",2020-10-31,"0.43","21","4.53","50-59","4353","null"
"4209","15.88",2020-10-31,"1.26","53","11.42","60-69","4352","null"
"2116","7.98",2020-10-31,"7.18","152","32.76","70-79","4351","null"
"1150","4.34",2020-10-31,"20.17","232","50.00","80 이상","4350","null"
"14159","53.41",2020-10-31,"1.53","216","46.55","여성","4349","null"
"12352","46.59",2020-10-31,"2.01","248","53.45","남성","4348","null"
"685","2.6",2020-10-30,"0","0","0.00","0-9","4336","null"
"1452","5.5",2020-10-30,"0","0","0.00","10-19","4335","null"
"5147","19.51",2020-10-30,"0","0","0.00","20-29","4334","null"
"3263","12.37",2020-10-30,"0.06","2","0.43","30-39","4333","null"
"3545","13.44",2020-10-30,"0.11","4","0.86","40-49","4332","null"
"4845","18.36",2020-10-30,"0.43","21","4.54","50-59","4331","null"
"4202","15.93",2020-10-30,"1.26","53","11.45","60-69","4330","null"
"2106","7.98",2020-10-30,"7.22","152","32.83","70-79","4329","null"
"1140","4.32",2020-10-30,"20.26","231","49.89","80 이상","4328","null"
"14096","53.42",2020-10-30,"1.53","215","46.44","여성","4327","null"
"12289","46.58",2020-10-30,"2.02","248","53.56","남성","4326","null"
"677","2.58",2020-10-29,"0","0","0.00","0-9","4314","null"
"1443","5.49",2020-10-29,"0","0","0.00","10-19","4313","null"
"5131","19.53",2020-10-29,"0","0","0.00","20-29","4312","null"
"3247","12.36",2020-10-29,"0.06","2","0.43","30-39","4311","null"
"3526","13.42",2020-10-29,"0.11","4","0.87","40-49","4310","null"
"4829","18.38",2020-10-29,"0.43","21","4.55","50-59","4309","null"
"4182","15.92",2020-10-29,"1.27","53","11.47","60-69","4308","null"
"2100","7.99",2020-10-29,"7.19","151","32.68","70-79","4307","null"
"1136","4.32",2020-10-29,"20.33","231","50.00","80 이상","4306","null"
"14036","53.43",2020-10-29,"1.53","215","46.54","여성","4305","null"
"12235","46.57",2020-10-29,"2.02","247","53.46","남성","4304","null"
"666","2.55",2020-10-28,"0","0","0.00","0-9","4292","null"
"1435","5.49",2020-10-28,"0","0","0.00","10-19","4291","null"
"5118","19.57",2020-10-28,"0","0","0.00","20-29","4290","null"
"3224","12.33",2020-10-28,"0.06","2","0.43","30-39","4289","null"
"3512","13.43",2020-10-28,"0.11","4","0.87","40-49","4288","null"
"4812","18.4",2020-10-28,"0.44","21","4.56","50-59","4287","null"
"4157","15.9",2020-10-28,"1.27","53","11.50","60-69","4286","null"
"2090","7.99",2020-10-28,"7.18","150","32.54","70-79","4285","null"
"1132","4.33",2020-10-28,"20.41","231","50.11","80 이상","4284","null"
"13979","53.47",2020-10-28,"1.53","214","46.42","여성","4283","null"
"12167","46.53",2020-10-28,"2.03","247","53.58","남성","4282","null"
"662","2.54",2020-10-27,"0","0","0.00","0-9","4270","null"
"1429","5.49",2020-10-27,"0","0","0.00","10-19","4269","null"
"5098","19.58",2020-10-27,"0","0","0.00","20-29","4268","null"
"3209","12.32",2020-10-27,"0.06","2","0.43","30-39","4267","null"
